=== supervisor: starting worker (restart 0/20) at 2026-08-03T12:38:01Z
{
	"scope": "sample",
	"manifest": "/Users/Flo/GitHub/palette/research/v3/data/oracle-ladder/manifest.json",
	"prompt": "group-a.v1/B",
	"prompt_hash": "c46f055e873fe7a0b9b569b1fd1444a194d3803ff11196e4f71441b7d07e6fc4",
	"artworks": 400,
	"images": 1800,
	"already_done": 0,
	"queued": 1800,
	"poisoned_over_attempt_cap": 0,
	"queued_by_long_edge_bin": {
		"0-160": 452,
		"161-240": 15,
		"241-340": 474,
		"341-440": 60,
		"441-560": 270,
		"561-680": 238,
		"681-900": 242,
		"901-1400": 25,
		"1401+": 24
	},
	"largest_queued_px": 3000,
	"resolution_policy": "native",
	"out": "../../data/oracle-ladder/ladder-codec-control-1.jsonl",
	"constrained_decoding": true
}
loading mlx-community/Qwen3-VL-30B-A3B-Instruct-6bit @ f31102655767 ...
 Fetching 18 files:   0%|          | 0/18 [00:00<?, ?it/s] Fetching 18 files: 100%|██████████| 18/18 [00:00<00:00, 5266.29it/s]
model loaded in 4.4s
canary baseline set: {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1519/1800] 04ad96254ca4 482px ok 2.5s (2.8s/item avg, ~13 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1520/1800] 0d568904cdb4 640px ok 2.8s (2.8s/item avg, ~13 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1521/1800] 00183c6f2856 147px ok 2.0s (2.8s/item avg, ~13 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1522/1800] 75efdc8312cc 147px ok 2.2s (2.8s/item avg, ~13 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[1523/1800] 75efdc8312cc 483px ok 2.6s (2.8s/item avg, ~13 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[1524/1800] 75a7c16a155c 482px ok 2.5s (2.8s/item avg, ~13 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1525/1800] 857823f0b8ba 333px ok 2.1s (2.8s/item avg, ~13 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1526/1800] a2a0e2c51bc9 332px ok 2.2s (2.8s/item avg, ~13 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1527/1800] dbfffd58b224 640px ok 2.8s (2.8s/item avg, ~13 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1528/1800] a55ddfa429ba 700px ok 3.6s (2.8s/item avg, ~13 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1529/1800] 9305628bddee 482px ok 2.6s (2.8s/item avg, ~13 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1530/1800] ffc1105d6472 332px ok 2.6s (2.8s/item avg, ~13 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1531/1800] 688805404ad6 147px ok 2.3s (2.8s/item avg, ~13 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1532/1800] 6f001a7ab2fd 253px ok 2.4s (2.8s/item avg, ~13 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1533/1800] 2d88913489ef 147px ok 2.3s (2.8s/item avg, ~12 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1534/1800] 2eef445a1846 147px ok 2.2s (2.8s/item avg, ~12 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1535/1800] 80bc63f9ccd2 640px ok 3.3s (2.8s/item avg, ~12 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[1536/1800] 9ff0db7c5964 483px ok 2.8s (2.8s/item avg, ~12 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1537/1800] dcd6b254205f 700px ok 4.3s (2.8s/item avg, ~12 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1538/1800] 75efdc8312cc 640px ok 3.3s (2.8s/item avg, ~12 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[1539/1800] 2972aaf2f91a 147px ok 2.3s (2.8s/item avg, ~12 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1540/1800] 522f76886197 1080px ok 4.9s (2.8s/item avg, ~12 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1541/1800] fcbe3c60804b 253px ok 2.0s (2.8s/item avg, ~12 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1542/1800] c4aed9dadecc 253px ok 2.0s (2.8s/item avg, ~12 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1543/1800] 2f873801e960 332px ok 2.2s (2.8s/item avg, ~12 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1544/1800] 967eabe51cbe 640px ok 3.0s (2.8s/item avg, ~12 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1545/1800] 241f28d5298e 250px ok 2.0s (2.8s/item avg, ~12 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1546/1800] 0f2af71d76af 640px ok 2.9s (2.8s/item avg, ~12 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1547/1800] d8fb1ce57495 483px ok 2.5s (2.8s/item avg, ~12 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1548/1800] 9f798b19af31 600px ok 2.9s (2.8s/item avg, ~12 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1549/1800] a5551a1164ee 483px ok 2.4s (2.8s/item avg, ~12 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1550/1800] 3302b340a4c7 360px ok 2.2s (2.8s/item avg, ~12 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1551/1800] 66324871cd44 700px ok 3.2s (2.8s/item avg, ~12 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1552/1800] b02750a2fdf6 147px ok 2.0s (2.8s/item avg, ~12 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1553/1800] 96b381397b78 332px ok 2.2s (2.8s/item avg, ~12 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1554/1800] 72dd0edffff9 1082px ok 4.9s (2.8s/item avg, ~12 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1555/1800] 6fb82b1b3ff4 147px ok 2.1s (2.8s/item avg, ~11 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1556/1800] e7d3018bf490 700px ok 3.1s (2.8s/item avg, ~11 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1557/1800] 7a9f709bb449 700px ok 3.1s (2.8s/item avg, ~11 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1558/1800] e27cb8dc749f 1079px ok 4.8s (2.8s/item avg, ~11 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1559/1800] 27eb5db4122f 333px ok 2.2s (2.8s/item avg, ~11 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1560/1800] 173ad1f508d4 333px ok 2.1s (2.8s/item avg, ~11 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1561/1800] d6ec7fb5752a 112px ok 2.2s (2.8s/item avg, ~11 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1562/1800] ced19c35e7b1 368px ok 2.2s (2.8s/item avg, ~11 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1563/1800] 86482d6947b3 482px ok 2.4s (2.8s/item avg, ~11 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1564/1800] 183b749cc339 147px ok 2.0s (2.8s/item avg, ~11 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1565/1800] dc7b5d027e88 640px ok 2.8s (2.8s/item avg, ~11 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1566/1800] a1f9a49f1822 400px ok 2.4s (2.8s/item avg, ~11 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1567/1800] 594bff88468c 112px ok 2.2s (2.8s/item avg, ~11 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1568/1800] dd93668f9584 112px ok 2.0s (2.8s/item avg, ~11 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1569/1800] 5068811781cd 147px ok 2.1s (2.8s/item avg, ~11 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1570/1800] b24ad50dce60 112px ok 2.0s (2.8s/item avg, ~11 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1571/1800] 01ee1cae30fe 482px ok 2.4s (2.8s/item avg, ~11 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1572/1800] 9e60177eb7fd 640px ok 2.7s (2.8s/item avg, ~11 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1573/1800] cc35f7f97c2c 400px ok 2.2s (2.8s/item avg, ~11 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[1574/1800] b6269d4f8e95 700px ok 3.0s (2.8s/item avg, ~11 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1575/1800] de95cff9bf56 147px ok 2.0s (2.8s/item avg, ~11 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1576/1800] b090791e3f86 640px ok 3.2s (2.8s/item avg, ~10 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1577/1800] 329f6fd3e3a4 332px ok 2.1s (2.8s/item avg, ~10 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1578/1800] cb51b7ee442f 332px ok 2.1s (2.8s/item avg, ~10 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1579/1800] ad4a6a983e08 147px ok 2.4s (2.8s/item avg, ~10 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1580/1800] 9dcba009d18e 253px ok 2.6s (2.8s/item avg, ~10 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1581/1800] 4e1818d741e1 333px ok 2.8s (2.8s/item avg, ~10 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1582/1800] b031a3fed3c7 483px ok 3.0s (2.8s/item avg, ~10 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[1583/1800] 97e0d3a98143 333px ok 2.5s (2.8s/item avg, ~10 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1584/1800] 5e442b2b37b9 147px ok 2.6s (2.8s/item avg, ~10 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1585/1800] df868c6deccc 640px ok 3.3s (2.8s/item avg, ~10 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[1586/1800] 847f8262fd47 332px ok 2.5s (2.8s/item avg, ~10 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1587/1800] 173ad1f508d4 700px ok 3.3s (2.8s/item avg, ~10 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1588/1800] 9dcba009d18e 700px ok 3.2s (2.8s/item avg, ~10 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1589/1800] 27eb5db4122f 700px ok 3.4s (2.8s/item avg, ~10 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1590/1800] 9dcba009d18e 333px ok 2.2s (2.8s/item avg, ~10 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1591/1800] 857823f0b8ba 147px ok 2.3s (2.8s/item avg, ~10 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1592/1800] 537c750189aa 482px ok 2.7s (2.8s/item avg, ~10 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1593/1800] 81caae4301b7 318px ok 2.4s (2.8s/item avg, ~10 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1594/1800] 35f371ce44f8 332px ok 2.3s (2.8s/item avg, ~10 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1595/1800] 3530fe30e288 147px ok 2.2s (2.8s/item avg, ~10 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1596/1800] 0037b9286872 333px ok 2.2s (2.8s/item avg, ~10 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1597/1800] 80bc63f9ccd2 147px ok 2.0s (2.8s/item avg, ~9 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1598/1800] b11a43bb56a7 332px ok 2.2s (2.8s/item avg, ~9 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1599/1800] 69b253a10904 253px ok 2.1s (2.8s/item avg, ~9 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1600/1800] e4c6f4ef4e9f 700px ok 3.1s (2.8s/item avg, ~9 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1601/1800] 2eac7e11f364 253px ok 2.0s (2.8s/item avg, ~9 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1602/1800] 75a7c16a155c 147px ok 2.0s (2.8s/item avg, ~9 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1603/1800] 786a62e00979 200px ok 2.0s (2.8s/item avg, ~9 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1604/1800] b02750a2fdf6 700px ok 2.9s (2.8s/item avg, ~9 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1605/1800] f6e43b68717b 700px ok 3.0s (2.8s/item avg, ~9 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[1606/1800] a2a0e2c51bc9 483px ok 2.5s (2.8s/item avg, ~9 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1607/1800] d6ff23ac29d7 482px ok 2.5s (2.8s/item avg, ~9 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1608/1800] 2e903dbde9f7 332px ok 2.2s (2.8s/item avg, ~9 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1609/1800] 2463421cc312 368px ok 2.2s (2.8s/item avg, ~9 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1610/1800] c4f5e8637499 700px ok 3.0s (2.8s/item avg, ~9 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1611/1800] b2d5f19d4d18 147px ok 2.0s (2.8s/item avg, ~9 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1612/1800] bb2c6d36183d 333px ok 2.1s (2.8s/item avg, ~9 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1613/1800] 99fdced08fd5 482px ok 2.4s (2.8s/item avg, ~9 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1614/1800] 01ee1cae30fe 483px ok 2.4s (2.8s/item avg, ~9 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1615/1800] cd121676048d 147px ok 2.0s (2.8s/item avg, ~9 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1616/1800] 07b122ad5a8e 253px ok 2.1s (2.8s/item avg, ~9 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1617/1800] c9592efe4753 600px ok 2.6s (2.8s/item avg, ~9 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1618/1800] 847f8262fd47 700px ok 2.9s (2.8s/item avg, ~8 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1619/1800] 3ce1b0a9e1a4 640px ok 2.7s (2.8s/item avg, ~8 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1620/1800] fcbe3c60804b 332px ok 2.0s (2.8s/item avg, ~8 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1621/1800] 302e3e176b93 483px ok 2.4s (2.8s/item avg, ~8 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1622/1800] 4023fbec1f24 147px ok 2.0s (2.8s/item avg, ~8 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1623/1800] 96a73f665b3b 333px ok 2.1s (2.8s/item avg, ~8 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[1624/1800] 0a7519374d68 640px ok 2.8s (2.8s/item avg, ~8 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
